fight_id,event_name,fight_date,weight_class,winner,win_method,detail,round,end_time,referee,city,state,country,title_bout
378,UFC 43: Meltdown,"June 06, 2003",Middleweight Bout,Falaniko Vitale,KO/TKO,Slam to   On Ground,1,1:56,John McCarthy,Las Vegas,Nevada,USA,False
379,UFC 43: Meltdown,"June 06, 2003",Lightweight Bout,Yves Edwards,Decision - Unanimous,Cecil Peoples27 - 30.Abe Belardo27 - 30.Marcos Rosales27 - 30.,3,5:00,Nelson Hamilton,Las Vegas,Nevada,USA,False
380,UFC 43: Meltdown,"June 06, 2003",Heavyweight Bout,Frank Mir,DQ,Stomps to Head by Sims,1,2:55,Nelson Hamilton,Las Vegas,Nevada,USA,False
381,UFC 43: Meltdown,"June 06, 2003",Heavyweight Bout,Draw,Decision - Split,Cecil Peoples27 - 30.Abe Belardo29 - 28.Tony Weeks29 - 29.,3,5:00,Larry Landless,Las Vegas,Nevada,USA,False
382,UFC 43: Meltdown,"June 06, 2003",Light Heavyweight Bout,Vitor Belfort,KO/TKO,Knees to Head In Clinch,1,1:07,John McCarthy,Las Vegas,Nevada,USA,False
383,UFC 43: Meltdown,"June 06, 2003",Heavyweight Bout,Kimo Leopoldo,Submission,Arm Triangle From Mount,1,1:59,Larry Landless,Las Vegas,Nevada,USA,False
384,UFC 43: Meltdown,"June 06, 2003",UFC Interim Light Heavyweight Title Bout,Randy Couture,KO/TKO,Punches to Head On Ground,3,2:39,John McCarthy,Las Vegas,Nevada,USA,True
385,UFC 44: Undisputed,"September 26, 2003",Lightweight Bout,Hermes Franca,KO/TKO,Punch to Head At Distance,2,2:46,Sean Brockmole,Las Vegas,Nevada,USA,False
386,UFC 44: Undisputed,"September 26, 2003",Welterweight Bout,Nick Diaz,Submission,Armbar From Bottom Guard,3,2:04,Steve Mazzagatti,Las Vegas,Nevada,USA,False
387,UFC 44: Undisputed,"September 26, 2003",Lightweight Bout,Josh Thomson,KO/TKO,Punches to Head On Ground,1,2:45,John McCarthy,Las Vegas,Nevada,USA,False
388,UFC 44: Undisputed,"September 26, 2003",Welterweight Bout,Karo Parisyan,Submission,Kimura From Side Control,1,3:52,Steve Mazzagatti,Las Vegas,Nevada,USA,False
389,UFC 44: Undisputed,"September 26, 2003",Light Heavyweight Bout,Rich Franklin,KO/TKO,Knees to Body On Ground,1,3:35,Sean Brockmole,Las Vegas,Nevada,USA,False
390,UFC 44: Undisputed,"September 26, 2003",Middleweight Bout,Jorge Rivera,Decision - Unanimous,Nelson Hamilton28 - 29.Cecil Peoples27 - 29.Tony Weeks28 - 29.,3,5:00,Larry Landless,Las Vegas,Nevada,USA,False
391,UFC 44: Undisputed,"September 26, 2003",UFC Heavyweight Title Bout,Tim Sylvia,KO/TKO,Punch to Head At Distance,1,1:54,John McCarthy,Las Vegas,Nevada,USA,True
392,UFC 44: Undisputed,"September 26, 2003",Heavyweight Bout,Andrei Arlovski,KO/TKO,Punches to Head At Distance,1,1:59,Larry Landless,Las Vegas,Nevada,USA,False
393,UFC 44: Undisputed,"September 26, 2003",UFC Light Heavyweight Title Bout,Randy Couture,Decision - Unanimous,Nelson Hamilton44 - 50.Jeff Mullen44 - 50.Marcos Rosales45 - 50.,5,5:00,John McCarthy,Las Vegas,Nevada,USA,True
394,UFC 45: Revolution,"November 21, 2003",Lightweight Bout,Yves Edwards,KO/TKO,Punch to Head At Distance,2,2:14,Larry Landless,Uncasville,Connecticut,USA,False
395,UFC 45: Revolution,"November 21, 2003",Middleweight Bout,Keith Rockel,Submission,Guillotine Choke From Bottom Guard,1,3:29,John McCarthy,Uncasville,Connecticut,USA,False
396,UFC 45: Revolution,"November 21, 2003",Heavyweight Bout,Pedro Rizzo,Decision - Unanimous,Jeff Mullen27 - 30.Doug Crosby27 - 30.Nelson Hamilton28 - 29.,3,5:00,Larry Landless,Uncasville,Connecticut,USA,False
397,UFC 45: Revolution,"November 21, 2003",Welterweight Bout,Robbie Lawler,Decision - Unanimous,Jeff Mullen28 - 29.Doug Crosby28 - 29.Cecil Peoples28 - 29.,3,5:00,John McCarthy,Uncasville,Connecticut,USA,False
398,UFC 45: Revolution,"November 21, 2003",Middleweight Bout,Evan Tanner,KO/TKO,Elbows to Head From Mount,1,4:42,Larry Landless,Uncasville,Connecticut,USA,False
399,UFC 45: Revolution,"November 21, 2003",Heavyweight Bout,Wesley Correira,TKO - Doctor's Stoppage,Facial Cut,1,2:14,John McCarthy,Uncasville,Connecticut,USA,False
400,UFC 45: Revolution,"November 21, 2003",Middleweight Bout,Matt Lindland,KO/TKO,Punches to Head From Mount,3,4:23,Larry Landless,Uncasville,Connecticut,USA,False
401,UFC 45: Revolution,"November 21, 2003",UFC Welterweight Title Bout,Matt Hughes,Submission,Rear Naked Choke,1,3:54,John McCarthy,Uncasville,Connecticut,USA,True
402,UFC 46: Supernatural,"January 31, 2004",Lightweight Bout,Matt Serra,Decision - Unanimous,Nelson Hamilton27 - 30.Cecil Peoples27 - 30.Dalby Shirley27 - 30.,3,5:00,Steve Mazzagatti,Las Vegas,Nevada,USA,False
403,UFC 46: Supernatural,"January 31, 2004",Lightweight Bout,Josh Thomson,Decision - Majority,Abe Belardo28 - 29.Marcos Rosales28 - 29.Glenn Trowbridge28 - 29.,3,5:00,Larry Landless,Las Vegas,Nevada,USA,False
404,UFC 46: Supernatural,"January 31, 2004",Welterweight Bout,Georges St-Pierre,Decision - Unanimous,Nelson Hamilton28 - 29.Abe Belardo27 - 30.Glenn Trowbridge27 - 30.,3,5:00,Steve Mazzagatti,Las Vegas,Nevada,USA,False
405,UFC 46: Supernatural,"January 31, 2004",Middleweight Bout,Lee Murray,Submission,Triangle Choke From Bottom Guard,1,1:45,Mario Yamasaki,Las Vegas,Nevada,USA,False
406,UFC 46: Supernatural,"January 31, 2004",Heavyweight Bout,Frank Mir,KO/TKO,Punch to Head At Distance,2,4:21,John McCarthy,Las Vegas,Nevada,USA,False
407,UFC 46: Supernatural,"January 31, 2004",UFC Welterweight Title Bout,BJ Penn,Submission,Rear Naked Choke,1,4:39,Mario Yamasaki,Las Vegas,Nevada,USA,True
408,UFC 46: Supernatural,"January 31, 2004",Welterweight Bout,Renato Verissimo,Decision - Unanimous,Nelson Hamilton27 - 30.Marcos Rosales27 - 30.Glenn Trowbridge27 - 30.,3,5:00,Larry Landless,Las Vegas,Nevada,USA,False
409,UFC 46: Supernatural,"January 31, 2004",UFC Light Heavyweight Title Bout,Vitor Belfort,TKO - Doctor's Stoppage,Facial Cut,1,0:49,John McCarthy,Las Vegas,Nevada,USA,True
410,UFC 47: It's On!,"April 02, 2004",Lightweight Bout,Genki Sudo,Submission,Triangle Choke From Bottom Guard,1,3:31,Steve Mazzagatti,Las Vegas,Nevada,USA,False
411,UFC 47: It's On!,"April 02, 2004",Heavyweight Bout,Jonathan Wiezorek,KO/TKO,Punches to Head From Back Control,1,4:40,Herb Dean,Las Vegas,Nevada,USA,False
412,UFC 47: It's On!,"April 02, 2004",Heavyweight Bout,Mike Kyle,KO/TKO,Punch to Head At Distance,1,4:59,John McCarthy,Las Vegas,Nevada,USA,False
413,UFC 47: It's On!,"April 02, 2004",Welterweight Bout,Nick Diaz,KO/TKO,Punch to Head At Distance,2,1:31,Steve Mazzagatti,Las Vegas,Nevada,USA,False
414,UFC 47: It's On!,"April 02, 2004",Heavyweight Bout,Andrei Arlovski,KO/TKO,Punches to Head At Distance,2,1:15,Mario Yamasaki,Las Vegas,Nevada,USA,False
415,UFC 47: It's On!,"April 02, 2004",Lightweight Bout,Yves Edwards,Decision - Split,Cecil Peoples28 - 29.Tony Weeks29 - 28.Dalby Shirley28 - 29.,3,5:00,Herb Dean,Las Vegas,Nevada,USA,False
416,UFC 47: It's On!,"April 02, 2004",Welterweight Bout,Chris Lytle,Submission,Bulldog Choke On Ground,2,1:55,Mario Yamasaki,Las Vegas,Nevada,USA,False
417,UFC 47: It's On!,"April 02, 2004",Light Heavyweight Bout,Chuck Liddell,KO/TKO,Punches to Head At Distance,2,0:38,John McCarthy,Las Vegas,Nevada,USA,False
418,UFC 48: Payback,"June 19, 2004",Middleweight Bout,Trevor Prangley,Submission,Scarf Hold From Side Control,2,1:05,Herb Dean,Las Vegas,Nevada,USA,False
419,UFC 48: Payback,"June 19, 2004",Welterweight Bout,Georges St-Pierre,KO/TKO,Punches to Head At Distance,1,1:42,Steve Mazzagatti,Las Vegas,Nevada,USA,False
420,UFC 48: Payback,"June 19, 2004",Lightweight Bout,Matt Serra,Decision - Unanimous,Nelson Hamilton27 - 30.Abe Belardo27 - 30.Glenn Trowbridge27 - 30.,3,5:00,Mario Yamasaki,Las Vegas,Nevada,USA,False
421,UFC 48: Payback,"June 19, 2004",Middleweight Bout,Evan Tanner,Decision - Unanimous,Cecil Peoples27 - 30.Marcos Rosales27 - 30.Dalby Shirley28 - 29.,3,5:00,John McCarthy,Las Vegas,Nevada,USA,False
422,UFC 48: Payback,"June 19, 2004",Welterweight Bout,Matt Hughes,Decision - Unanimous,Nelson Hamilton28 - 29.Abe Belardo27 - 30.Dalby Shirley27 - 30.,3,5:00,Steve Mazzagatti,Las Vegas,Nevada,USA,False
423,UFC 48: Payback,"June 19, 2004",UFC Heavyweight Title Bout,Frank Mir,Submission,"Armbar From Bottom Guard
      Technical Submission",1,0:50,Herb Dean,Las Vegas,Nevada,USA,True
424,UFC 48: Payback,"June 19, 2004",Welterweight Bout,Frank Trigg,KO/TKO,Punches to Head On Ground,1,4:15,Mario Yamasaki,Las Vegas,Nevada,USA,False
425,UFC 48: Payback,"June 19, 2004",Heavyweight Bout,Ken Shamrock,KO/TKO,Knee to Head In Clinch,1,1:26,John McCarthy,Las Vegas,Nevada,USA,False
426,UFC 49: Unfinished Business,"August 21, 2004",Lightweight Bout,Yves Edwards,KO/TKO,Kick to Head At Distance,1,4:32,Steve Mazzagatti,Las Vegas,Nevada,USA,False
427,UFC 49: Unfinished Business,"August 21, 2004",Welterweight Bout,Karo Parisyan,Decision - Split,Dalby Shirley29 - 28.Cecil Peoples28 - 29.Marcos Rosales27 - 30.,3,5:00,Mario Yamasaki,Las Vegas,Nevada,USA,False
428,UFC 49: Unfinished Business,"August 21, 2004",Welterweight Bout,Chris Lytle,Submission,Guillotine Choke From Bottom Half Guard,2,1:17,Herb Dean,Las Vegas,Nevada,USA,False
429,UFC 49: Unfinished Business,"August 21, 2004",Heavyweight Bout,Justin Eilers,KO/TKO,Punch to Head In Clinch,1,1:14,John McCarthy,Las Vegas,Nevada,USA,False
430,UFC 49: Unfinished Business,"August 21, 2004",Middleweight Bout,David Terrell,KO/TKO,Punch to Head At Distance,1,0:24,Herb Dean,Las Vegas,Nevada,USA,False
431,UFC 49: Unfinished Business,"August 21, 2004",Light Heavyweight Bout,Chuck Liddell,KO/TKO,Punch to Head At Distance,1,4:05,Mario Yamasaki,Las Vegas,Nevada,USA,False
432,UFC 49: Unfinished Business,"August 21, 2004",Middleweight Bout,Joe Riggs,KO/TKO,"Elbows to Head From Half Guard
      Submission to Strikes",2,3:39,Steve Mazzagatti,Las Vegas,Nevada,USA,False
433,UFC 49: Unfinished Business,"August 21, 2004",UFC Light Heavyweight Title Bout,Randy Couture,TKO - Doctor's Stoppage,Facial Cut,3,5:00,John McCarthy,Las Vegas,Nevada,USA,True
434,UFC 50: The War Of '04,"October 22, 2004",Light Heavyweight Bout,Travis Lutter,KO/TKO,Punch to Head At Distance,2,0:33,Mario Yamasaki,Atlantic City,New Jersey,USA,False
435,UFC 50: The War Of '04,"October 22, 2004",Middleweight Bout,Ivan Salaverry,Submission,"Other - Lock From Back Control
      Body Triangle",1,1:36,Herb Dean,Atlantic City,New Jersey,USA,False
436,UFC 50: The War Of '04,"October 22, 2004",Middleweight Bout,Evan Tanner,Submission,Triangle Choke From Bottom Guard,1,2:22,John McCarthy,Atlantic City,New Jersey,USA,False
437,UFC 50: The War Of '04,"October 22, 2004",Welterweight Bout,Frank Trigg,KO/TKO,Elbows to Head From Half Guard,2,2:11,Herb Dean,Atlantic City,New Jersey,USA,False
438,UFC 50: The War Of '04,"October 22, 2004",UFC Welterweight Title Bout,Matt Hughes,Submission,Armbar From Side Control,1,4:59,John McCarthy,Atlantic City,New Jersey,USA,True
439,UFC 50: The War Of '04,"October 22, 2004",Middleweight Bout,Rich Franklin,Submission,Armbar From Mount,3,4:28,Mario Yamasaki,Atlantic City,New Jersey,USA,False
440,UFC 50: The War Of '04,"October 22, 2004",Light Heavyweight Bout,Tito Ortiz,Decision - Unanimous,Cecil Peoples26 - 30.Abe Belardo27 - 30.Jeff Mullen27 - 30.,3,5:00,John McCarthy,Atlantic City,New Jersey,USA,False
441,UFC 51: Super Saturday,"February 05, 2005",Welterweight Bout,Nick Diaz,KO/TKO,Punches to Head On Ground,1,4:40,John McCarthy,Las Vegas,Nevada,USA,False
442,UFC 51: Super Saturday,"February 05, 2005",Welterweight Bout,Karo Parisyan,Decision - Unanimous,Cecil Peoples27 - 30.Jeff Mullen27 - 30.Dalby Shirley27 - 30.,3,5:00,Mario Yamasaki,Las Vegas,Nevada,USA,False
443,UFC 51: Super Saturday,"February 05, 2005",Middleweight Bout,David Loiseau,TKO - Doctor's Stoppage,Scalp Cut,1,5:00,Steve Mazzagatti,Las Vegas,Nevada,USA,False
444,UFC 51: Super Saturday,"February 05, 2005",Heavyweight Bout,Mike Kyle,KO/TKO,Punch to Head At Distance,1,1:55,Herb Dean,Las Vegas,Nevada,USA,False
445,UFC 51: Super Saturday,"February 05, 2005",Heavyweight Bout,Paul Buentello,KO/TKO,Punches to Head At Distance,1,3:34,Steve Mazzagatti,Las Vegas,Nevada,USA,False
446,UFC 51: Super Saturday,"February 05, 2005",UFC Middleweight Title Bout,Evan Tanner,KO/TKO,Punches to Head From Half Guard,1,4:35,Herb Dean,Las Vegas,Nevada,USA,True
447,UFC 51: Super Saturday,"February 05, 2005",UFC Interim Heavyweight Title Bout,Andrei Arlovski,Submission,Ankle Lock After Drop to Ground,1,0:47,John McCarthy,Las Vegas,Nevada,USA,True
448,UFC 51: Super Saturday,"February 05, 2005",Middleweight Bout,Pete Sell,Submission,Guillotine Choke From Bottom Half Guard,3,4:19,Mario Yamasaki,Las Vegas,Nevada,USA,False
449,UFC 51: Super Saturday,"February 05, 2005",Light Heavyweight Bout,Tito Ortiz,Decision - Split,Nelson Hamilton28 - 29.Cecil Peoples28 - 29.Jeff Mullen29 - 28.,3,5:00,John McCarthy,Las Vegas,Nevada,USA,False
450,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April 09, 2005",Welterweight Bout,Alex Karalexis,KO/TKO,Punches to Head On Ground,1,1:40,Steve Mazzagatti,Las Vegas,Nevada,USA,False
451,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April 09, 2005",Middleweight Bout,Mike Swick,KO/TKO,Punch to Head At Distance,1,0:20,Herb Dean,Las Vegas,Nevada,USA,False
452,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April 09, 2005",Middleweight Bout,Nate Quarry,KO/TKO,Punches to Head At Distance,1,3:17,John McCarthy,Las Vegas,Nevada,USA,False
453,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April 09, 2005",Middleweight Bout,Josh Koscheck,KO/TKO,Punches to Head From Half Guard,1,4:21,Steve Mazzagatti,Las Vegas,Nevada,USA,False
454,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April 09, 2005",Middleweight Bout,Chris Leben,KO/TKO,Punches to Head From Half Guard,1,1:35,Herb Dean,Las Vegas,Nevada,USA,False
455,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April 09, 2005",Light Heavyweight Bout,Sam Hoger,Decision - Unanimous,Jeff Mullen28 - 29.Tony Weeks28 - 29.Glenn Trowbridge28 - 30.,3,5:00,John McCarthy,Las Vegas,Nevada,USA,False
456,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April 09, 2005",Ultimate Fighter 1 Middleweight Tournament Title Bout,Diego Sanchez,KO/TKO,Punches to Head From Mount,1,2:49,Steve Mazzagatti,Las Vegas,Nevada,USA,True
457,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April 09, 2005",Ultimate Fighter 1 Light Heavyweight Tournament Title Bout,Forrest Griffin,Decision - Unanimous,Jeff Mullen28 - 29.Tony Weeks28 - 29.Dalby Shirley28 - 29.,3,5:00,Herb Dean,Las Vegas,Nevada,USA,True
458,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"April 09, 2005",Light Heavyweight Bout,Rich Franklin,KO/TKO,Punches to Head On Ground,1,2:42,John McCarthy,Las Vegas,Nevada,USA,False
459,UFC 52: Couture vs Liddell 2,"April 16, 2005",Heavyweight Bout,Mike van Arsdale,Decision - Unanimous,Cecil Peoples28 - 29.Marcos Rosales28 - 29.Dalby Shirley28 - 29.,3,5:00,Steve Mazzagatti,Las Vegas,Nevada,USA,False
460,UFC 52: Couture vs Liddell 2,"April 16, 2005",Middleweight Bout,Joe Doerksen,Submission,Rear Naked Choke,3,2:35,Herb Dean,Las Vegas,Nevada,USA,False
461,UFC 52: Couture vs Liddell 2,"April 16, 2005",Middleweight Bout,Ivan Salaverry,Submission,Triangle Choke From Bottom Guard,1,2:42,Mario Yamasaki,Las Vegas,Nevada,USA,False
462,UFC 52: Couture vs Liddell 2,"April 16, 2005",Welterweight Bout,Georges St-Pierre,Decision - Unanimous,Cecil Peoples27 - 30.Marcos Rosales27 - 30.Dalby Shirley27 - 30.,3,5:00,John McCarthy,Las Vegas,Nevada,USA,False
463,UFC 52: Couture vs Liddell 2,"April 16, 2005",Middleweight Bout,Matt Lindland,Submission,Guillotine Choke After Drop to Half Guard,2,3:13,Steve Mazzagatti,Las Vegas,Nevada,USA,False
464,UFC 52: Couture vs Liddell 2,"April 16, 2005",UFC Welterweight Title Bout,Matt Hughes,Submission,Rear Naked Choke,1,4:05,Mario Yamasaki,Las Vegas,Nevada,USA,True
465,UFC 52: Couture vs Liddell 2,"April 16, 2005",Light Heavyweight Bout,Renato Sobral,Submission,Armbar From Bottom Guard,2,0:24,Herb Dean,Las Vegas,Nevada,USA,False
466,UFC 52: Couture vs Liddell 2,"April 16, 2005",UFC Light Heavyweight Title Bout,Chuck Liddell,KO/TKO,Punch to Head At Distance,1,2:06,John McCarthy,Las Vegas,Nevada,USA,True
467,UFC 53: Heavy Hitters,"June 04, 2005",Welterweight Bout,Nick Diaz,KO/TKO,Punch to Head At Distance,1,1:24,Mario Yamasaki,Atlantic City,New Jersey,USA,False
468,UFC 53: Heavy Hitters,"June 04, 2005",Middleweight Bout,David Loiseau,KO/TKO,Spinning Back Kick Body,2,2:10,John McCarthy,Atlantic City,New Jersey,USA,False
469,UFC 53: Heavy Hitters,"June 04, 2005",Middleweight Bout,Nate Quarry,KO/TKO,Punches to Head At Distance,1,2:37,Mario Yamasaki,Atlantic City,New Jersey,USA,False
470,UFC 53: Heavy Hitters,"June 04, 2005",Heavyweight Bout,Paul Buentello,Submission,Neck Crank From Half Guard,1,4:00,John McCarthy,Atlantic City,New Jersey,USA,False
471,UFC 53: Heavy Hitters,"June 04, 2005",Light Heavyweight Bout,Forrest Griffin,Submission,Rear Naked Choke,1,2:18,Herb Dean,Atlantic City,New Jersey,USA,False
472,UFC 53: Heavy Hitters,"June 04, 2005",UFC Middleweight Title Bout,Rich Franklin,TKO - Doctor's Stoppage,Facial Cuts,4,3:25,Herb Dean,Atlantic City,New Jersey,USA,True
473,UFC 53: Heavy Hitters,"June 04, 2005",Welterweight Bout,Karo Parisyan,Decision - Unanimous,Jeff Mullen28 - 29.Abe Belardo27 - 30.Doug Crosby27 - 30.,3,5:00,Mario Yamasaki,Atlantic City,New Jersey,USA,False
474,UFC 53: Heavy Hitters,"June 04, 2005",UFC Interim Heavyweight Title Bout,Andrei Arlovski,KO/TKO,Punches to Head On Ground,1,4:10,John McCarthy,Atlantic City,New Jersey,USA,True
475,UFC Fight Night 1,"August 06, 2005",Welterweight Bout,Drew Fickett,Submission,"Rear Naked Choke
      Technical Submission",1,1:35,Steve Mazzagatti,Las Vegas,Nevada,USA,False
476,UFC Fight Night 1,"August 06, 2005",Welterweight Bout,Kenny Florian,TKO - Doctor's Stoppage,Facial Cut,2,2:52,Cecil Peoples,Las Vegas,Nevada,USA,False
477,UFC Fight Night 1,"August 06, 2005",Middleweight Bout,Mike Swick,KO/TKO,Punches to Head At Distance,1,0:22,Herb Dean,Las Vegas,Nevada,USA,False
478,UFC Fight Night 1,"August 06, 2005",Welterweight Bout,Josh Koscheck,Submission,Rear Naked Choke,1,1:53,Steve Mazzagatti,Las Vegas,Nevada,USA,False
479,UFC Fight Night 1,"August 06, 2005",Middleweight Bout,Nate Quarry,KO/TKO,Punches to Head At Distance,1,0:42,Cecil Peoples,Las Vegas,Nevada,USA,False
480,UFC Fight Night 1,"August 06, 2005",Light Heavyweight Bout,Stephan Bonnar,Decision - Unanimous,Glenn Trowbridge27 - 30.Jon Schorle27 - 30.Jeff Mullen27 - 30.,3,5:00,John McCarthy,Las Vegas,Nevada,USA,False
481,UFC Fight Night 1,"August 06, 2005",Middleweight Bout,Chris Leben,Decision - Split,Jon Schorle28 - 29.Roy Silbert29 - 27.Dalby Shirley27 - 30.,3,5:00,Herb Dean,Las Vegas,Nevada,USA,False
482,UFC Fight Night 1,"August 06, 2005",Middleweight Bout,Nate Marquardt,Decision - Unanimous,Jon Schorle27 - 30.Jeff Mullen27 - 30.Glenn Trowbridge28 - 29.,3,5:00,John McCarthy,Las Vegas,Nevada,USA,False
483,UFC 54: Boiling Point,"August 20, 2005",Light Heavyweight Bout,James Irvin,KO/TKO,Flying Knee Head,2,0:09,Steve Mazzagatti,Las Vegas,Nevada,USA,False
484,UFC 54: Boiling Point,"August 20, 2005",Middleweight Bout,Trevor Prangley,Decision - Unanimous,Point Deducted: Low Blows by PrangleyCecil Peoples27 - 29.Tony Weeks26 - 29.Dalby Shirley27 - 29.,3,5:00,Herb Dean,Las Vegas,Nevada,USA,False
485,UFC 54: Boiling Point,"August 20, 2005",Middleweight Bout,Matt Lindland,Decision - Unanimous,Nelson Hamilton27 - 30.Jeff Mullen28 - 29.Glenn Trowbridge27 - 30.,3,5:00,Mario Yamasaki,Las Vegas,Nevada,USA,False
486,UFC 54: Boiling Point,"August 20, 2005",Welterweight Bout,Georges St-Pierre,Submission,Rear Naked Choke,1,4:09,John McCarthy,Las Vegas,Nevada,USA,False
487,UFC 54: Boiling Point,"August 20, 2005",Welterweight Bout,Diego Sanchez,KO/TKO,"Punches to Head From Mount
      Submission to Strikes",2,1:56,Steve Mazzagatti,Las Vegas,Nevada,USA,False
488,UFC 54: Boiling Point,"August 20, 2005",Light Heavyweight Bout,Randy Couture,Submission,Anaconda Choke From Front Headlock,3,0:52,Herb Dean,Las Vegas,Nevada,USA,False
489,UFC 54: Boiling Point,"August 20, 2005",Heavyweight Bout,Tim Sylvia,KO/TKO,Kick to Head At Distance,1,4:59,Mario Yamasaki,Las Vegas,Nevada,USA,False
490,UFC 54: Boiling Point,"August 20, 2005",UFC Light Heavyweight Title Bout,Chuck Liddell,KO/TKO,Punches to Head At Distance,4,2:46,John McCarthy,Las Vegas,Nevada,USA,True
491,UFC Fight Night 2,"October 03, 2005",Welterweight Bout,Jonathan Goulet,TKO - Doctor's Stoppage,Facial Cut,3,1:05,Jon Schorle,Las Vegas,Nevada,USA,False
492,UFC Fight Night 2,"October 03, 2005",Middleweight Bout,Jon Fitch,Decision - Unanimous,Nelson Hamilton27 - 30.Cecil Peoples27 - 30.Jeff Mullen27 - 30.,3,5:00,Steve Mazzagatti,Las Vegas,Nevada,USA,False
493,UFC Fight Night 2,"October 03, 2005",Welterweight Bout,Spencer Fisher,Submission,Triangle Choke From Bottom Guard,2,4:43,Herb Dean,Las Vegas,Nevada,USA,False
494,UFC Fight Night 2,"October 03, 2005",Welterweight Bout,Drew Fickett,Submission,Rear Naked Choke,3,4:28,John McCarthy,Las Vegas,Nevada,USA,False
495,UFC Fight Night 2,"October 03, 2005",Heavyweight Bout,Brandon Vera,KO/TKO,Knee to Head In Clinch,2,3:22,Steve Mazzagatti,Las Vegas,Nevada,USA,False
496,UFC Fight Night 2,"October 03, 2005",Middleweight Bout,Chris Leben,Submission,Armbar From Bottom Guard,1,3:26,Herb Dean,Las Vegas,Nevada,USA,False
497,UFC Fight Night 2,"October 03, 2005",Middleweight Bout,David Loiseau,TKO - Doctor's Stoppage,Facial Cuts,2,4:15,John McCarthy,Las Vegas,Nevada,USA,False
498,UFC 55: Fury,"October 07, 2005",Light Heavyweight Bout,Draw,Could Not Continue,Kick to Groin by Faircloth,2,0:10,Herb Dean,Uncasville,Connecticut,USA,False
499,UFC 55: Fury,"October 07, 2005",Heavyweight Bout,Marcio Cruz,Submission,Rear Naked Choke,2,1:02,John McCarthy,Uncasville,Connecticut,USA,False
500,UFC 55: Fury,"October 07, 2005",Middleweight Bout,Jorge Rivera,Decision - Unanimous,27 - 30.27 - 30.27 - 30.,3,5:00,Mario Yamasaki,Uncasville,Connecticut,USA,False
501,UFC 55: Fury,"October 07, 2005",Welterweight Bout,Joe Riggs,TKO - Doctor's Stoppage,Facial Cut,2,2:00,John McCarthy,Uncasville,Connecticut,USA,False
502,UFC 55: Fury,"October 07, 2005",Light Heavyweight Bout,Renato Sobral,Submission,Triangle Choke From Bottom Guard,2,1:20,Herb Dean,Uncasville,Connecticut,USA,False
503,UFC 55: Fury,"October 07, 2005",Light Heavyweight Bout,Forrest Griffin,KO/TKO,Punches to Head At Distance,1,3:30,Mario Yamasaki,Uncasville,Connecticut,USA,False
504,UFC 55: Fury,"October 07, 2005",Heavyweight Bout,Branden Lee Hinkle,KO/TKO,Punches to Head From Half Guard,1,4:14,Herb Dean,Uncasville,Connecticut,USA,False
505,UFC 55: Fury,"October 07, 2005",UFC Heavyweight Title Bout,Andrei Arlovski,KO/TKO,Punch to Head At Distance,1,0:15,John McCarthy,Uncasville,Connecticut,USA,True
506,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"November 05, 2005",Heavyweight Bout,Keith Jardine,KO/TKO,Kicks to Leg At Distance,2,3:28,Jon Schorle,Las Vegas,Nevada,USA,False
507,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"November 05, 2005",Welterweight Bout,Melvin Guillard,TKO - Doctor's Stoppage,Facial Cuts,2,2:55,John McCarthy,Las Vegas,Nevada,USA,False
508,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"November 05, 2005",Welterweight Bout,Joshua Burkman,KO/TKO,Slam to   On Ground,1,0:21,Jon Schorle,Las Vegas,Nevada,USA,False
509,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"November 05, 2005",Welterweight Bout,Kenny Florian,Submission,Rear Naked Choke,2,0:37,Herb Dean,Las Vegas,Nevada,USA,False
510,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"November 05, 2005",Ultimate Fighter 2 Welterweight Tournament Title Bout,Joe Stevenson,Decision - Unanimous,Glenn Trowbridge28 - 29.Marcos Rosales27 - 30.Cecil Peoples28 - 29.,3,5:00,John McCarthy,Las Vegas,Nevada,USA,True
511,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"November 05, 2005",Ultimate Fighter 2 Heavyweight Tournament Title Bout,Rashad Evans,Decision - Split,Tony Weeks29 - 28.Abe Belardo28 - 29.Nelson Hamilton28 - 29.,3,5:00,Herb Dean,Las Vegas,Nevada,USA,True
512,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"November 05, 2005",Welterweight Bout,Diego Sanchez,Decision - Unanimous,Marcos Rosales27 - 30.Cecil Peoples27 - 30.Nelson Hamilton27 - 30.,3,5:00,John McCarthy,Las Vegas,Nevada,USA,False
